entry_date,exit_date,direction,entry_price,exit_price,qty,pnl,r_multiple,layer,exit_reason
2016-08-29,2016-09-09,long,109.5857655,108.65082129250905,1703.0,-1963.8668926647192,-1.0617228073391056,1,stop_hit
2016-09-02,2016-09-09,long,110.0560005,108.3148381009111,887.0,-1738.105981830856,-1.0321192777323949,2,stop_hit
2016-09-16,2016-11-01,long,110.2300875,109.128814860045,337.0,-445.05282976016986,-0.2583916481363029,1,stop_hit
2016-10-19,2016-11-01,long,110.75034749999999,109.128814860045,628.0,-1156.4066118538433,-0.70823119305504,2,stop_hit
2016-10-24,2016-11-01,long,111.84989699999998,109.44417989997466,611.0,-1605.1038291013597,-1.0232880554624602,3,stop_hit
2016-11-09,2017-05-17,long,108.858402,129.00764483497326,488.0,9716.751872611487,7.084354890300892,1,stop_hit
2016-11-17,2017-05-17,long,109.89992249999999,129.00764483497326,401.0,7566.394721822959,5.522094052541295,2,stop_hit
2016-12-08,2017-05-17,long,111.34964699999999,129.00764483497326,379.0,6601.285765849415,4.833352862889899,3,stop_hit
2017-05-19,2017-06-09,long,130.18205849999998,131.78124337660157,818.0,1093.8472481250353,0.7494022822379419,1,stop_hit
2017-06-22,2017-06-27,long,133.5857595,131.15621757700353,744.0,-2004.5472216546596,-1.0277550038485601,2,stop_hit
2017-06-20,2017-06-29,long,132.9774555,129.07455105676146,458.0,-1907.5500540062417,-1.0168222842138392,1,stop_hit
2017-06-29,2017-06-29,long,132.1030185,129.91961951598873,815.0,-1993.0186219522095,-1.0306798059989266,2,stop_hit
2017-07-11,2017-08-21,long,131.20156799999998,132.79459867699282,494.0,656.5430480960281,0.47195243903339934,1,stop_hit
2017-08-15,2017-12-01,long,136.68430800000002,144.48713092735042,423.0,3181.658579602952,1.9812733420751487,2,stop_hit
2017-08-23,2017-12-01,long,135.09651449999998,144.48713092735042,546.0,4974.623898930005,3.061042454334138,2,stop_hit
2017-08-30,2017-12-01,long,135.65479349999998,144.48713092735042,711.0,6080.6110025783155,3.7518008731114114,3,stop_hit
2017-12-08,2018-02-02,long,147.34563599999998,157.2957920715565,505.0,4870.9848949599,2.6664415792738603,1,stop_hit
2018-01-03,2018-02-02,long,150.98345399999997,157.2957920715565,538.0,3230.183648110913,1.8042243533533342,2,stop_hit
2018-02-15,2018-03-22,long,156.25108649999999,156.88052050000002,133.0,42.068218269004234,0.04185961415555688,1,stop_hit
2018-03-05,2018-03-22,long,157.30961549999998,156.88052050000002,534.0,-396.91426262397925,-0.11433321579371963,2,stop_hit
2018-04-13,2018-04-24,long,155.4366795,150.73745674868272,432.0,-2162.3314554284957,-1.016308267105769,2,stop_hit
2018-04-11,2018-06-25,long,152.750337,162.86248187461203,250.0,2449.133013934354,1.2683807295505831,1,stop_hit
2018-04-27,2018-06-25,long,156.70131149999997,162.86248187461203,212.0,1238.420595222338,0.6672668015639113,2,stop_hit
2018-05-02,2018-06-25,long,155.5247235,162.86248187461203,478.0,3355.2594188954886,1.7853933301304499,3,stop_hit
2018-07-06,2018-07-30,long,165.5897535,167.6619740690609,402.0,699.0654742797205,0.40343577986825246,1,stop_hit
2018-08-03,2018-09-06,long,171.7968555,172.56988577738332,317.0,135.88634094558424,0.11821375431732645,1,stop_hit
2018-08-22,2018-09-06,long,171.95593499999998,172.56988577738332,744.0,200.45216771482973,0.21989100004650233,2,stop_hit
2018-09-12,2018-10-05,long,174.7383255,171.35132617532088,615.0,-2295.8497204579835,-1.0017884403601764,1,stop_hit
2018-09-14,2018-10-05,long,176.436174,171.7995751210582,456.0,-2273.084590396655,-1.0188857950751824,2,stop_hit
2018-09-21,2018-10-05,long,177.01546349999998,171.93786696464701,416.0,-2257.4447441801276,-1.017231389711933,3,stop_hit
2018-11-02,2018-11-12,long,164.196057,162.89451200000002,385.0,-627.0246940649907,-0.25430468772641973,1,regime_break
2018-11-08,2018-11-12,long,167.2745955,162.89451200000002,207.0,-975.0222897524966,-0.4608750400254025,2,regime_break
2019-03-12,2019-05-09,long,168.16804199999999,176.48848266055046,288.0,2297.025831136298,1.230614050020241,1,stop_hit
2019-06-10,2019-08-02,long,175.2485805,180.58734822899422,165.0,822.1837470437611,0.44606352080585276,1,stop_hit
2019-08-14,2019-10-02,long,178.6122615,177.70961221538246,262.0,-329.8504434832216,-0.11896159733962532,1,stop_hit
2019-08-20,2019-10-02,long,181.204557,177.70961221538246,239.0,-921.0722899660663,-0.419269153685465,2,stop_hit
2019-08-30,2019-10-02,long,182.10700799999998,177.70961221538246,226.0,-1075.130003492235,-0.5003523226977427,3,stop_hit
2019-10-07,2019-12-03,long,181.7818455,192.0157150921434,253.0,2494.59822398247,1.3255961905655689,1,stop_hit
2019-10-11,2019-12-03,long,184.2630855,192.0157150921434,288.0,2124.389027966768,1.1416279817853077,2,stop_hit
2019-12-06,2020-01-27,long,197.248575,210.34761915435098,179.0,2271.769184875199,1.1633524810036706,1,stop_hit
2020-01-29,2020-02-24,long,215.49969599999997,214.5036945,312.0,-444.91352583599286,-0.15101297030933625,1,stop_hit
2020-02-04,2020-02-24,long,218.1600255,214.5036945,247.0,-1009.9816958399986,-0.4393380211803566,2,stop_hit
2020-06-15,2020-09-03,long,225.486687,277.41663873882067,1630.0,83826.08891332343,41.596409180892195,1,stop_hit
2020-06-30,2020-09-03,long,235.921902,277.41663873882067,358.0,14671.340554913304,7.337686353015146,2,stop_hit
2020-07-28,2020-09-03,long,252.00694049999998,277.41663873882067,189.0,4702.3719106609715,2.3774804428671708,3,stop_hit
2020-09-29,2020-10-28,long,269.29858199999995,268.0511824195168,179.0,-319.47013273757693,-0.06265502392801413,1,stop_hit
2020-10-06,2020-10-28,long,271.787826,268.0511824195168,389.0,-1663.5517270831526,-0.4074183793156742,2,stop_hit
2020-10-08,2020-10-28,long,274.7423025,268.0511824195168,316.0,-2285.916686667255,-0.5922336852015522,3,stop_hit
2020-11-05,2021-02-23,long,285.5416995,308.7425515,119.0,2690.1815621309997,0.7909983763639006,1,stop_hit
2020-11-12,2021-02-23,long,282.913386,308.7425515,258.0,6511.277467124996,1.903156285726219,2,stop_hit
2021-01-08,2021-02-23,long,309.37461,308.7425515,260.0,-325.04567199000724,-0.047015630355993716,3,stop_hit
2021-03-12,2021-05-04,long,305.9879175,318.43280591327004,181.0,2139.5046518640793,0.6191270350623904,1,stop_hit
2021-03-23,2021-05-04,long,312.099972,318.43280591327004,257.0,1465.491391786696,0.44900139592962895,2,stop_hit
2021-03-29,2021-05-04,long,307.9208835,318.43280591327004,314.0,3104.0685792910263,0.9102032791298126,3,stop_hit
2021-05-21,2021-09-20,long,322.547193,359.144338,217.0,7793.653402773003,2.1351807584926292,1,stop_hit
2021-05-25,2021-09-20,long,326.096967,359.144338,363.0,11747.453079285,3.217236420452384,2,stop_hit
2021-06-07,2021-09-20,long,327.047442,359.144338,408.0,12815.567321760007,3.5128703121725553,3,stop_hit
2021-09-27,2021-09-29,long,362.1900045,350.56513824358063,368.0,-4540.244674891959,-1.0153168536165824,1,stop_hit
2021-11-30,2021-12-01,long,390.1439745,378.1620034249143,351.0,-4475.347245606729,-1.016041623865907,2,stop_hit
2021-10-15,2021-12-03,long,359.9148675,374.1025908148263,207.0,2784.9171122978782,0.7095185084578053,1,stop_hit
2021-12-16,2021-12-20,long,389.418612,371.2469265144987,228.0,-4316.576033475605,-1.0103256221404406,2,stop_hit
2021-12-08,2022-01-06,long,389.54567549999996,374.1107124123185,181.0,-2931.950125082475,-0.6797195577339541,1,stop_hit
2021-12-23,2022-01-06,long,386.269038,374.1107124123185,197.0,-2544.9849516044883,-0.592799818172139,2,stop_hit
2022-02-10,2022-02-11,long,352.1850045,350.76652900000005,345.0,-731.8923265574803,-0.12357116600672147,1,regime_break
2023-04-14,2023-08-08,long,313.886865,365.2676884868961,507.0,25705.746149238454,6.594627882399756,1,stop_hit
2023-04-28,2023-08-08,long,316.37811,365.2676884868961,308.0,14848.04326803003,3.819636293612196,2,stop_hit
2023-05-08,2023-08-08,long,318.661251,365.2676884868961,401.0,18414.92592751108,4.740179429871678,3,stop_hit
2023-08-24,2023-09-21,long,368.8013085,357.2422895,234.0,-2874.704647931995,-0.5606934042228052,1,stop_hit
2023-08-29,2023-09-21,long,362.78330099999994,357.2422895,441.0,-2761.117356910461,-0.5057566804791465,2,stop_hit
2023-10-09,2023-10-23,long,359.08645349999995,349.60492461895836,340.0,-3464.6748881145845,-0.6807347274347523,1,stop_hit
2023-11-02,2024-01-04,long,358.333077,393.31424450000003,211.0,7222.428757663506,1.5756105495307127,1,stop_hit
2023-12-08,2024-01-04,long,385.22151449999996,393.31424450000003,714.0,5222.334688074054,1.2330764181852745,2,stop_hit
2024-01-09,2024-04-17,long,399.14047049999994,424.1386469889675,536.0,12957.744991112517,2.7535859079466882,1,stop_hit
2024-02-02,2024-04-17,long,420.880335,424.1386469889675,501.0,1209.0597964962335,0.3355858358800973,2,stop_hit
2024-02-23,2024-04-17,long,436.6212015,424.1386469889675,231.0,-3082.3056170494597,-0.5926362783611525,3,stop_hit
2024-04-29,2024-05-31,long,430.7142495,440.2834745571421,213.0,1852.7224219470943,0.40577964851230075,1,stop_hit
2024-05-06,2024-05-31,long,434.861322,440.2834745571421,247.0,1123.1109168644878,0.2663989006984605,2,stop_hit
2024-06-04,2024-07-17,long,450.34506,480.93573261578143,396.0,11745.119161973602,2.3918837583353847,1,stop_hit
2024-09-03,2024-09-03,long,471.309537,461.18562348283956,530.0,-5859.896599150927,-1.023319860210234,2,stop_hit
2024-08-14,2024-09-06,long,461.6577135,452.2393569933434,115.0,-1188.2091613722444,-0.20706823737635519,1,stop_hit
2024-09-12,2024-12-18,long,466.777272,514.4608109402966,202.0,9433.864773185976,1.8773296273273645,1,stop_hit
2024-10-25,2024-12-18,long,493.8538035,514.4608109402966,378.0,7408.3058881736715,1.5197836661628383,2,stop_hit
2024-11-06,2024-12-18,long,499.259505,514.4608109402966,252.0,3575.27157733779,0.7473633844405089,3,stop_hit
2024-12-24,2025-01-10,long,524.3110244999999,503.5431557742245,264.0,-5754.070847197108,-1.012278118554833,1,stop_hit
2025-01-07,2025-01-13,long,525.0704039999999,500.203773,223.0,-5773.894854470984,-1.0229034084114452,2,stop_hit
2025-01-16,2025-02-25,long,518.467104,514.6510878013767,219.0,-1061.9604315030015,-0.15916049061176235,1,stop_hit
2025-01-21,2025-02-25,long,523.9608494999999,514.6510878013767,324.0,-3352.873058039569,-0.5740047469404306,2,stop_hit
2025-01-29,2025-02-25,long,521.942841,514.6510878013767,306.0,-2548.4742209919764,-0.42574505159836745,3,stop_hit
2025-06-24,2025-08-20,long,537.1584449999999,560.8081204321946,318.0,7171.443419630485,1.4635011430828246,1,stop_hit
2025-08-05,2025-08-20,long,565.672695,560.8081204321946,298.0,-1785.3345042047836,-0.2819087895180863,2,stop_hit
2025-08-07,2025-08-20,long,571.955835,560.8081204321946,331.0,-4064.838391191623,-0.7176564044155965,3,stop_hit
2025-08-25,2025-10-10,long,570.6851999999999,589.5516351502364,339.0,6002.401228814243,1.2430653606858364,1,stop_hit
2025-09-05,2025-10-10,long,580.7802449999999,589.5516351502364,210.0,1596.2222367181091,0.3575666343986217,2,stop_hit
2025-10-14,2025-11-07,long,595.6076549999999,607.6051574825921,507.0,5472.704862745548,1.1558449807300777,1,stop_hit
2025-10-16,2025-11-07,long,605.412555,607.6051574825921,271.0,265.46747269966716,0.11314088402556167,2,stop_hit
2025-10-20,2025-11-07,long,607.4435699999999,607.6051574825921,324.0,-341.321443344502,0.009957752868609195,3,stop_hit
2025-11-11,2025-11-18,long,620.8802850000001,593.5409198484964,197.0,-5625.095912201376,-1.0109797359615789,1,stop_hit
2025-11-26,2026-02-04,long,612.816255,603.5180751921217,137.0,-1440.4884369156377,-0.24257415160620882,1,stop_hit
2025-12-22,2026-02-04,long,621.660675,603.5180751921217,199.0,-3854.187933056002,-0.6901041885842722,2,stop_hit
2026-01-06,2026-02-04,long,619.539615,605.921291614739,394.0,-5848.451010999072,-1.022764355573068,3,stop_hit
2026-03-10,2026-03-13,long,608.0838899999999,592.5105682602389,332.0,-5568.940177743056,-1.019402046993189,3,stop_hit
