entry_date,exit_date,direction,entry_price,exit_price,qty,pnl,r_multiple,layer,exit_reason
2016-09-13,2016-09-13,long,44.401889849999996,44.22994960261586,6674.0,-1739.0581075484793,-1.1476898478763733,1,stop_hit
2016-09-21,2016-10-03,long,45.62850285,44.97005310499349,416.0,-311.6040931999843,-0.2802018719336116,1,stop_hit
2016-10-06,2016-10-12,long,44.834806199999996,44.50943480800399,3221.0,-1335.7990539059217,-1.0734590671180664,1,stop_hit
2016-10-11,2016-10-13,long,44.90814285,44.285246300000004,1937.0,-1379.3182121335365,-1.2381812776765433,2,stop_hit
2016-10-20,2016-11-04,long,45.30354045,44.680032172378404,727.0,-518.7085751273695,-0.47912179956762685,1,stop_hit
2016-11-18,2016-12-16,long,44.63570669999999,45.231472950000004,1846.0,933.8896838661205,1.1688247980988464,1,stop_hit
2016-11-22,2016-12-16,long,45.05181465,45.231472950000004,1276.0,114.04251582240886,0.24384859520666385,2,stop_hit
2016-11-29,2016-12-16,long,45.0429102,45.231472950000004,1335.0,131.21496974475355,0.2678705636451306,3,stop_hit
2016-12-20,2016-12-29,long,45.609693449999995,44.629674,1336.0,-1429.865780113191,-1.3769887469007382,1,stop_hit
2016-12-27,2016-12-29,long,45.166772099999996,44.629674,5998.0,-3760.113487507766,-3.389227366153372,2,stop_hit
2017-01-05,2017-03-08,long,46.11794745,46.536639553894055,500.0,163.01875844507924,0.23375304121720594,1,stop_hit
2017-03-13,2017-03-31,long,47.0929347,46.80828415,1062.0,-402.0219785187022,-0.33705839910766255,1,stop_hit
2017-03-16,2017-03-31,long,47.530853549999996,46.80828415,928.0,-758.0911229855977,-0.7478464466677643,2,stop_hit
2017-04-04,2017-04-06,long,47.0016891,46.370803,2374.0,-1719.389897645395,-1.6927994365964985,1,stop_hit
2017-04-21,2017-06-09,long,46.973975249999995,49.354507239003745,881.0,2012.3832892394908,2.420666222417543,1,stop_hit
2017-07-13,2017-08-10,long,49.0943349,50.00488432903823,1212.0,983.4776542887366,1.2458902184736869,1,stop_hit
2017-08-17,2017-08-17,long,50.10794145,49.768044891242766,2840.0,-1248.9540280796684,-1.079036392761036,2,stop_hit
2017-08-21,2017-09-05,long,49.922648849999995,49.62023252433688,3172.0,-1275.0146047228036,-1.0894203245623655,2,stop_hit
2017-08-23,2017-09-05,long,50.042508749999996,49.65266177914761,2408.0,-1178.8174764467403,-1.0680498379590315,3,stop_hit
2017-08-15,2017-11-09,long,50.06832165,54.17831126438094,1616.0,6473.280658049953,7.4199463912757535,1,stop_hit
2017-09-07,2017-11-09,long,50.382378599999996,54.17831126438094,968.0,3573.248071332031,4.30931440683309,2,stop_hit
2017-11-17,2017-12-06,long,54.05031165,54.040866050000005,675.0,-79.33732494749479,-0.006692000956543345,1,stop_hit
